Mon Sep  2 18:04:27 2024    profiler_stats.prof

         4895102 function calls (4595255 primitive calls) in 5.436 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      107    0.000    0.000    0.000    0.000 containers.py:285(is_types_iterable)
     1002    0.000    0.000    0.000    0.000 ir.py:873(get_targets)
        1    0.000    0.000    0.000    0.000 listobj.py:135(__init__)
      327    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
    39/21    0.000    0.000    0.000    0.000 ir_utils.py:2185(resolve_mod)
        3    0.000    0.000    0.000    0.000 setdecl.py:38(resolve_add)
      241    0.000    0.000    0.000    0.000 typeinfer.py:567(__init__)
      723    0.000    0.000    0.000    0.000 bytecode.py:317(label_marker)
       35    0.000    0.000    0.000    0.000 byteflow.py:379(op_NOP)
       40    0.000    0.000    0.000    0.000 setdecl.py:79(generic)
        2    0.000    0.000    0.000    0.000 context.py:232(meminfo_new_varsize_dtor_unchecked)
        2    0.000    0.000    0.000    0.000 dufunc.py:145(__init__)
       40    0.000    0.000    0.000    0.000 functools.py:660(_c3_merge)
      614    0.000    0.000    0.000    0.000 byteflow.py:52(__init__)
        8    0.000    0.000    0.000    0.000 interpreter.py:2770(_inplace_binop)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.eval}
        8    0.000    0.000    0.000    0.000 arrayobj.py:131(load_item)
       36    0.000    0.000    0.000    0.000 inspect.py:396(isgeneratorfunction)
       11    0.000    0.000    0.000    0.000 cgutils.py:440(terminate)
       27    0.000    0.000    0.000    0.000 target_extension.py:76(resolve_dispatcher_from_str)
       30    0.000    0.000    0.000    0.000 builtins.py:821(typer)
      156    0.000    0.000    0.000    0.000 <frozen _collections_abc>:868(__iter__)
        3    0.000    0.000    0.000    0.000 pythonapi.py:229(incref)
       16    0.000    0.000    0.000    0.000 byteflow.py:852(op_JUMP_BACKWARD)
       35    0.000    0.000    0.000    0.000 callconv.py:952(create_error_model)
      586    0.000    0.000    0.000    0.000 {method 'intersection' of 'set' objects}
      787    0.000    0.000    0.000    0.000 containers.py:243(key)
        7    0.000    0.000    0.000    0.000 containers.py:582(unify)
       35    0.000    0.000    0.000    0.000 controlflow.py:410(_find_exit_points)
       32    0.000    0.000    0.000    0.000 listdecl.py:102(generic)
       84    0.000    0.000    0.000    0.000 cgutils.py:228(_get_be_type)
      282    0.000    0.000    0.000    0.000 types.py:519(gep)
        7    0.000    0.000    0.000    0.000 static_raise.py:76(apply)
        8    0.000    0.000    0.000    0.000 base.py:491(unpack_value)
      432    0.000    0.000    0.000    0.000 controlflow.py:250(entry_point)
       66    0.000    0.000    0.000    0.000 utils.py:284(enter)
       38    0.000    0.000    0.000    0.000 errors.py:530(__exit__)
      516    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
       27    0.000    0.000    0.000    0.000 lowering.py:96(_compute_def_location)
       48    0.000    0.000    0.000    0.000 inspect.py:982(getmodule)
      128    0.000    0.000    0.000    0.000 inline_closurecall.py:1584(State)
      857    0.000    0.000    0.000    0.000 tracing.py:205(noevent)
        1    0.000    0.000    0.000    0.000 setobj.py:1058(_free_payload)
       27    0.000    0.000    0.000    0.000 utils.py:444(__init__)
       27    0.000    0.000    0.000    0.000 cpu.py:170(post_lowering)
       27    0.000    0.000    0.000    0.000 compiler.py:278(sanitize_compile_result_entries)
      941    0.000    0.000    0.000    0.000 types.py:105(_to_string)
       60    0.000    0.000    0.000    0.000 ir.py:144(count_spaces)
       27    0.000    0.000    0.000    0.000 weakref.py:568(__init__)
       36    0.000    0.000    0.000    0.000 ir.py:1488(_reset_analysis_variables)
        2    0.000    0.000    0.000    0.000 cgutils.py:261(__init__)
       20    0.000    0.000    0.000    0.000 analysis.py:378(resolve_input_arg_const)
      821    0.000    0.000    0.000    0.000 byteflow.py:2038(<genexpr>)
      607    0.000    0.000    0.000    0.000 bytecode.py:392(find_exception_entry)
      232    0.000    0.000    0.000    0.000 bytecode.py:108(<genexpr>)
      964    0.000    0.000    0.000    0.000 contextlib.py:564(__enter__)
      333    0.000    0.000    0.000    0.000 contextlib.py:471(_create_exit_wrapper)
       23    0.000    0.000    0.000    0.000 dispatcher.py:867(cb_llvm)
      210    0.000    0.000    0.000    0.000 event.py:276(done)
      422    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
      932    0.000    0.000    0.000    0.000 types.py:341(__str__)
      354    0.000    0.000    0.000    0.000 misc.py:108(key)
        9    0.000    0.000    0.000    0.000 byteflow.py:478(op_LOAD_ATTR)
      103    0.000    0.000    0.000    0.000 inline_closurecall.py:268(_inline_closure)
      818    0.000    0.000    0.000    0.000 compiler_machinery.py:91(run_finalizer)
      781    0.000    0.000    0.000    0.000 {method 'isalpha' of 'str' objects}
       10    0.000    0.000    0.000    0.000 inline_closurecall.py:889(_find_arraycall)
      824    0.000    0.000    0.000    0.000 compiler_machinery.py:76(run_initialization)
       36    0.000    0.000    0.000    0.000 inspect.py:385(_has_code_flag)
      637    0.000    0.000    0.000    0.000 errors.py:350(termcolor)
      112    0.000    0.000    0.000    0.000 ir.py:1024(__repr__)
       22    0.000    0.000    0.000    0.000 ir.py:538(phi)
        5    0.000    0.000    0.000    0.000 numbers.py:354(int_eq_impl)
       91    0.000    0.000    0.000    0.000 ssa.py:469(_stmt_index)
       60    0.000    0.000    0.000    0.000 <frozen _collections_abc>:823(items)
        2    0.000    0.000    0.000    0.000 interpreter.py:2943(op_CONTAINS_OP)
      608    0.000    0.000    0.000    0.000 utils.py:451(__getitem__)
       85    0.000    0.000    0.000    0.000 abstract.py:433(_literal_init)
      578    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
       33    0.000    0.000    0.000    0.000 types.py:175(_to_string)
       12    0.000    0.000    0.000    0.000 byteflow.py:1392(op_GET_ITER)
       43    0.000    0.000    0.000    0.000 ir.py:864(__init__)
       87    0.000    0.000    0.000    0.000 ir.py:907(__str__)
        3    0.000    0.000    0.000    0.000 randomimpl.py:87(get_index_ptr)
        2    0.000    0.000    0.000    0.000 untyped_passes.py:1070(find_unroll_loops)
        5    0.000    0.000    0.000    0.000 interpreter.py:2873(op_JUMP_FORWARD)
      316    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
       19    0.000    0.000    0.000    0.000 abstract.py:423(__init__)
       30    0.000    0.000    0.000    0.000 functions.py:245(__init__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:643(run_pass)
       10    0.000    0.000    0.000    0.000 npytypes.py:444(__init__)
       25    0.000    0.000    0.000    0.000 cgutils.py:464(if_likely)
       60    0.000    0.000    0.000    0.000 inspect.py:2909(kwargs)
      757    0.000    0.000    0.000    0.000 values.py:949(module)
        4    0.000    0.000    0.000    0.000 cgutils.py:805(is_scalar_zero)
        3    0.000    0.000    0.000    0.000 typeof.py:173(_typeof_tuple)
      138    0.000    0.000    0.000    0.000 interpreter.py:54(__init__)
       27    0.000    0.000    0.000    0.000 context.py:538(insert_global)
      712    0.000    0.000    0.000    0.000 byteflow.py:2019(backbone)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:416(__enter__)
      132    0.000    0.000    0.000    0.000 functions.py:509(__eq__)
        1    0.000    0.000    0.000    0.000 models.py:854(__init__)
        6    0.000    0.000    0.000    0.000 models.py:1244(handle_bound_function)
        1    0.000    0.000    0.000    0.000 models.py:1134(__init__)
       22    0.000    0.000    0.000    0.000 byteflow.py:1877(split_new_block)
        6    0.000    0.000    0.000    0.000 setobj.py:83(is_hash_empty)
       33    0.000    0.000    0.000    0.000 targetconfig.py:237(copy)
        3    0.000    0.000    0.000    0.000 transforms.py:326(rewrite_single_backedge)
      124    0.000    0.000    0.000    0.000 models.py:457(get_argument_type)
      545    0.000    0.000    0.000    0.000 containers.py:564(key)
        4    0.000    0.000    0.000    0.000 typeinfer.py:501(__call__)
        3    0.000    0.000    0.000    0.000 tupleobj.py:122(unituple_constant)
       24    0.000    0.000    0.000    0.000 iterators.py:97(__init__)
       40    0.000    0.000    0.000    0.000 models.py:336(__init__)
       38    0.000    0.000    0.000    0.000 builder.py:218(position_before)
        4    0.000    0.000    0.000    0.000 containers.py:207(iterator_type)
        6    0.000    0.000    0.000    0.000 interpreter.py:2322(op_LOAD_DEREF)
       35    0.000    0.000    0.000    0.000 byteflow.py:382(op_RESUME)
      723    0.000    0.000    0.000    0.000 byteflow.py:1712(has_terminated)
       38    0.000    0.000    0.000    0.000 errors.py:510(flush)
       27    0.000    0.000    0.000    0.000 extending.py:577(is_jitted)
       14    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        4    0.000    0.000    0.000    0.000 cgutils.py:794(_scalar_pred_against_zero)
        3    0.000    0.000    0.000    0.000 setdecl.py:20(generic)
        5    0.000    0.000    0.000    0.000 numbers.py:1287(float_to_float)
        1    0.000    0.000    0.000    0.000 ir_utils.py:373(replace_vars)
       14    0.000    0.000    0.000    0.000 cloudpickle.py:278(_lookup_module_and_qualname)
       81    0.000    0.000    0.000    0.000 utils.py:458(__iter__)
      271    0.000    0.000    0.000    0.000 base.py:1134(active_code_library)
       23    0.000    0.000    0.000    0.000 dispatcher.py:713(_callback_add_llvm_timer)
       24    0.000    0.000    0.000    0.000 functions.py:56(argsnkwargs_to_str)
      418    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
       32    0.000    0.000    0.000    0.000 containers.py:34(__init__)
       54    0.000    0.000    0.000    0.000 __init__.py:595(__init__)
       13    0.000    0.000    0.000    0.000 containers.py:556(__init__)
        2    0.000    0.000    0.000    0.000 untyped_passes.py:1140(collect_literal_unroll_info)
       35    0.000    0.000    0.000    0.000 bytecode.py:235(__init__)
        6    0.000    0.000    0.000    0.000 templates.py:108(as_method)
       55    0.000    0.000    0.000    0.000 scalars.py:32(__init__)
        1    0.000    0.000    0.000    0.000 inline_closurecall.py:737(_get_callee_args)
      564    0.000    0.000    0.000    0.000 instructions.py:368(<genexpr>)
      135    0.000    0.000    0.000    0.000 functions.py:496(_store_object)
       27    0.000    0.000    0.000    0.000 ir_utils.py:2154(warn_deprecated)
       14    0.000    0.000    0.000    0.000 containers.py:59(__init__)
      102    0.000    0.000    0.000    0.000 instructions.py:586(add_incoming)
      186    0.000    0.000    0.000    0.000 values.py:606(__eq__)
       86    0.000    0.000    0.000    0.000 interpreter.py:1749(get_global_value)
        5    0.000    0.000    0.000    0.000 models.py:740(__init__)
      127    0.000    0.000    0.000    0.000 module.py:132(get_global)
      400    0.000    0.000    0.000    0.000 npydecl.py:112(<genexpr>)
      242    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
      238    0.000    0.000    0.000    0.000 inline_closurecall.py:806(_make_debug_print)
       70    0.000    0.000    0.000    0.000 pythonapi.py:29(register)
        4    0.000    0.000    0.000    0.000 abstract.py:130(__reduce__)
      170    0.000    0.000    0.000    0.000 typeinfer.py:1522(sentry_modified_builtin)
        4    0.000    0.000    0.000    0.000 numbers.py:847(real_le_impl)
       77    0.000    0.000    0.000    0.000 ir.py:870(__str__)
        1    0.000    0.000    0.000    0.000 imputils.py:265(set_exhausted)
       54    0.000    0.000    0.000    0.000 types.py:548(__init__)
        2    0.000    0.000    0.000    0.000 setobj.py:137(used)
      587    0.000    0.000    0.000    0.000 types.py:70(wrap_constant_value)
      174    0.000    0.000    0.000    0.000 ffi.py:287(__bool__)
       14    0.000    0.000    0.000    0.000 cloudpickle.py:1270(__init__)
        1    0.000    0.000    0.000    0.000 ir.py:1498(derive)
        2    0.000    0.000    0.000    0.000 setobj.py:145(fill)
       64    0.000    0.000    0.000    0.000 npydecl.py:238(generic)
       27    0.000    0.000    0.000    0.000 passmanagers.py:30(__sub__)
       33    0.000    0.000    0.000    0.000 parfor.py:715(__init__)
       38    0.000    0.000    0.000    0.000 common.py:28(__init__)
       27    0.000    0.000    0.000    0.000 compiler_lock.py:52(require_global_compiler_lock)
        3    0.000    0.000    0.000    0.000 randomimpl.py:90(get_array_ptr)
       27    0.000    0.000    0.000    0.000 context.py:513(_insert_global)
      450    0.000    0.000    0.000    0.000 misc.py:181(key)
      572    0.000    0.000    0.000    0.000 templates.py:53(recvr)
      316    0.000    0.000    0.000    0.000 ir.py:1337(is_terminated)
      138    0.000    0.000    0.000    0.000 byteflow.py:1899(get_outgoing_edgepushed)
        6    0.000    0.000    0.000    0.000 base.py:572(get_bound_function)
       54    0.000    0.000    0.000    0.000 containers.py:259(__repr__)
       24    0.000    0.000    0.000    0.000 copy.py:200(_deepcopy_tuple)
      132    0.000    0.000    0.000    0.000 context.py:686(keyfunc)
      389    0.000    0.000    0.000    0.000 types.py:327(__str__)
        2    0.000    0.000    0.000    0.000 setobj.py:157(finger)
        2    0.000    0.000    0.000    0.000 setobj.py:132(mask)
        3    0.000    0.000    0.000    0.000 numbers.py:410(int_shl_impl)
       27    0.000    0.000    0.000    0.000 imputils.py:173(fix_returning_optional)
       27    0.000    0.000    0.000    0.000 array_exprs.py:26(__init__)
        1    0.000    0.000    0.000    0.000 models.py:842(__init__)
      685    0.000    0.000    0.000    0.000 byteflow.py:1656(pc_initial)
      564    0.000    0.000    0.000    0.000 utils.py:394(__contains__)
        8    0.000    0.000    0.000    0.000 models.py:82(load_from_data_pointer)
       66    0.000    0.000    0.000    0.000 targetconfig.py:160(__init__)
      204    0.000    0.000    0.000    0.000 compiler_machinery.py:386(walk)
        1    0.000    0.000    0.000    0.000 models.py:784(__init__)
        1    0.000    0.000    0.000    0.000 context.py:304(meminfo_varsize_free)
