Mon Sep  2 18:04:27 2024    profiler_stats.prof

         4895102 function calls (4595255 primitive calls) in 5.436 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     2360    0.000    0.000    0.000    0.000 functions.py:262(key)
      964    0.000    0.000    0.000    0.000 {built-in method sys.exc_info}
       68    0.000    0.000    0.000    0.000 typeinfer.py:1014(_get_return_vars)
        4    0.000    0.000    0.000    0.000 models.py:618(as_return)
     2560    0.000    0.000    0.000    0.000 ansitowin32.py:22(__init__)
      133    0.000    0.000    0.000    0.000 byteflow.py:1840(fork)
       46    0.000    0.000    0.000    0.000 templates.py:715(_get_jit_decorator)
      147    0.000    0.000    0.000    0.000 module.py:7(__init__)
      725    0.000    0.000    0.000    0.000 builder.py:173(_label_suffix)
  402/400    0.000    0.000    0.000    0.000 typeinfer.py:1118(propagate_refined_type)
      129    0.000    0.000    0.000    0.000 static_getitem.py:103(match)
        7    0.000    0.000    0.000    0.000 {built-in method _io.open}
      528    0.000    0.000    0.000    0.000 functions.py:65(__init__)
       43    0.000    0.000    0.000    0.000 builder.py:989(phi)
        4    0.000    0.000    0.000    0.000 typeinfer.py:472(__call__)
      321    0.000    0.000    0.000    0.000 utils.py:758(get_hashable_key)
       34    0.000    0.000    0.000    0.000 models.py:460(as_argument)
       24    0.000    0.000    0.000    0.000 inspect.py:945(getsourcefile)
     1506    0.000    0.000    0.000    0.000 enum.py:1129(__new__)
       29    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        3    0.000    0.000    0.000    0.000 listdecl.py:52(resolve_extend)
      424    0.000    0.000    0.000    0.000 npydecl.py:185(ufunc)
      896    0.000    0.000    0.000    0.000 containers.py:322(<genexpr>)
    76/40    0.000    0.000    0.000    0.000 ssa.py:457(_find_def_from_bottom)
        1    0.000    0.000    0.000    0.000 rangeobj.py:26(range1_impl)
       14    0.000    0.000    0.000    0.000 npyimpl.py:641(cast)
     2993    0.000    0.000    0.000    0.000 {built-in method nt.fspath}
       60    0.000    0.000    0.000    0.000 inline_closurecall.py:310(__init__)
       68    0.000    0.000    0.000    0.000 controlflow.py:73(__ne__)
        4    0.000    0.000    0.000    0.000 cgutils.py:970(memset)
      765    0.000    0.000    0.000    0.000 interpreter.py:82(get_assignment_source)
        4    0.000    0.000    0.000    0.000 ir_utils.py:1284(rename_labels)
       52    0.000    0.000    0.000    0.000 enum.py:1551(__or__)
      416    0.000    0.000    0.000    0.000 common.py:4(_encode_string)
      461    0.000    0.000    0.000    0.000 values.py:870(add)
      289    0.000    0.000    0.000    0.000 sigutils.py:43(check_type)
       26    0.000    0.000    0.000    0.000 cgutils.py:682(unpack_tuple)
      922    0.000    0.000    0.000    0.000 {method 'clear' of 'frame' objects}
       84    0.000    0.000    0.000    0.000 values.py:665(__init__)
        3    0.000    0.000    0.000    0.000 untyped_passes.py:1534(run_pass)
        8    0.000    0.000    0.000    0.000 consts.py:89(_infer_call)
     1642    0.000    0.000    0.000    0.000 compiler_machinery.py:280(debug_print)
       52    0.000    0.000    0.000    0.000 target_extension.py:82(_get_local_target_checked)
      745    0.000    0.000    0.000    0.000 functions.py:375(key)
     1454    0.000    0.000    0.000    0.000 types.py:206(__new__)
       16    0.000    0.000    0.000    0.000 cgutils.py:656(pack_array)
      104    0.000    0.000    0.000    0.000 weakref.py:427(__setitem__)
     2310    0.000    0.000    0.000    0.000 context.py:27(astuple)
     1788    0.000    0.000    0.000    0.000 inspect.py:1190(tokeneater)
      128    0.000    0.000    0.000    0.000 inline_closurecall.py:1591(__init__)
      308    0.000    0.000    0.000    0.000 target_extension.py:47(current_target)
       56    0.000    0.000    0.000    0.000 inspect.py:3287(__str__)
      132    0.000    0.000    0.000    0.000 bytecode.py:97(get_jump_target)
      649    0.000    0.000    0.000    0.000 ir.py:722(__str__)
       23    0.000    0.000    0.000    0.000 cgutils.py:249(_cast_member_from_value)
       70    0.000    0.000    0.000    0.000 {method 'findall' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _io.open_code}
      524    0.000    0.000    0.000    0.000 copyreg.py:98(__newobj__)
      562    0.000    0.000    0.000    0.000 containers.py:455(key)
       35    0.000    0.000    0.000    0.000 interpreter.py:1490(_legalize_exception_vars)
      177    0.000    0.000    0.000    0.000 lowering.py:751(try_static_impl)
     1350    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
      232    0.000    0.000    0.000    0.000 ir.py:1045(__str__)
       16    0.000    0.000    0.000    0.000 arrayobj.py:63(make_array)
1304/1301    0.000    0.000    0.000    0.000 models.py:533(get_value_type)
       33    0.000    0.000    0.000    0.000 untyped_passes.py:1805(run_pass)
     1807    0.000    0.000    0.000    0.000 lowering.py:310(debug_print)
      250    0.000    0.000    0.000    0.000 module.py:52(__init__)
     1280    0.000    0.000    0.000    0.000 initialise.py:104(reinit)
      105    0.000    0.000    0.000    0.000 builtins.py:358(constant_dummy)
       23    0.000    0.000    0.000    0.000 dispatcher.py:294(add_overload)
      264    0.000    0.000    0.000    0.000 npytypes.py:523(__repr__)
     2157    0.000    0.000    0.000    0.000 models.py:89(traverse)
     1739    0.000    0.000    0.000    0.000 ir.py:910(get_targets)
       56    0.000    0.000    0.000    0.000 context.py:135(__init__)
        4    0.000    0.000    0.000    0.000 context.py:317(resolve_static_getitem)
       35    0.000    0.000    0.000    0.000 interpreter.py:1236(peep_hole_split_at_pop_block)
      152    0.000    0.000    0.000    0.000 static_getitem.py:147(match)
      605    0.000    0.000    0.000    0.000 itanium_mangler.py:84(_fix_lead_digit)
      106    0.000    0.000    0.000    0.000 typeinfer.py:1765(typeof_intrinsic_call)
      420    0.000    0.000    0.000    0.000 templates.py:280(get_impl_key)
        5    0.000    0.000    0.000    0.000 builtins.py:292(int_impl)
      789    0.000    0.000    0.000    0.000 {built-in method builtins.max}
      152    0.000    0.000    0.000    0.000 ir_print.py:59(match)
      185    0.000    0.000    0.000    0.000 base.py:100(<lambda>)
       93    0.000    0.000    0.000    0.000 builtins.py:957(generic)
        7    0.000    0.000    0.000    0.000 consts.py:111(_infer_getattr)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.exec}
      795    0.000    0.000    0.000    0.000 byteflow.py:1753(push)
       20    0.000    0.000    0.000    0.000 typeof.py:269(_typeof_nb_type)
       14    0.000    0.000    0.000    0.000 cloudpickle.py:1260(dump)
     2412    0.000    0.000    0.000    0.000 typeinfer.py:126(getone)
     2082    0.000    0.000    0.000    0.000 ir.py:890(get_targets)
      117    0.000    0.000    0.000    0.000 base.py:803(get_dummy_value)
        5    0.000    0.000    0.000    0.000 ir_utils.py:1165(find_topo_order)
        8    0.000    0.000    0.000    0.000 pythonapi.py:1285(nrt_adapt_ndarray_from_python)
     1158    0.000    0.000    0.000    0.000 warnings.py:458(__init__)
      580    0.000    0.000    0.000    0.000 typeinfer.py:1221(<genexpr>)
       41    0.000    0.000    0.000    0.000 byteflow.py:473(op_LOAD_CONST)
       36    0.000    0.000    0.000    0.000 byteflow.py:867(op_RETURN_VALUE)
      920    0.000    0.000    0.000    0.000 inspect.py:296(isclass)
       36    0.000    0.000    0.000    0.000 functions.py:36(_wrapper)
     1280    0.000    0.000    0.000    0.000 initialise.py:65(deinit)
       68    0.000    0.000    0.000    0.000 controlflow.py:65(__eq__)
       35    0.000    0.000    0.000    0.000 bytecode.py:288(_compute_lineno)
        8    0.000    0.000    0.000    0.000 pythonapi.py:780(tuple_setitem)
     1186    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.deque' objects}
      537    0.000    0.000    0.000    0.000 typeinfer.py:144(append)
      145    0.000    0.000    0.000    0.000 instructions.py:576(<genexpr>)
       14    0.000    0.000    0.000    0.000 {function Pickler.dump at 0x00000206C47D5620}
       47    0.000    0.000    0.000    0.000 base.py:463(get_argument_type)
      773    0.000    0.000    0.000    0.000 utils.py:281(__len__)
      331    0.000    0.000    0.000    0.000 targetconfig.py:114(setter)
       12    0.000    0.000    0.000    0.000 byteflow.py:1398(op_FOR_ITER)
      138    0.000    0.000    0.000    0.000 byteflow.py:2036(__init__)
      824    0.000    0.000    0.000    0.000 compiler_machinery.py:69(analysis)
     1800    0.000    0.000    0.000    0.000 models.py:233(get_value_type)
       27    0.000    0.000    0.000    0.000 decorators.py:26(jit)
     2161    0.000    0.000    0.000    0.000 templates.py:45(return_type)
      402    0.000    0.000    0.000    0.000 ufunc_db.py:34(get_ufunc_info)
     1350    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
       18    0.000    0.000    0.000    0.000 interpreter.py:2908(op_COMPARE_OP)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:751(_compile_bytecode)
       10    0.000    0.000    0.000    0.000 cgutils.py:955(pointer_add)
       35    0.000    0.000    0.000    0.000 controlflow.py:223(_in_loops)
      723    0.000    0.000    0.000    0.000 bytecode.py:139(__repr__)
      194    0.000    0.000    0.000    0.000 {built-in method nt._getfullpathname}
      138    0.000    0.000    0.000    0.000 interpreter.py:1868(insert_block)
      158    0.000    0.000    0.000    0.000 enumdecl.py:48(generic)
      296    0.000    0.000    0.000    0.000 containers.py:311(<genexpr>)
     2489    0.000    0.000    0.000    0.000 inspect.py:2786(name)
       20    0.000    0.000    0.000    0.000 callconv.py:380(build_excinfo_struct)
     1334    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
       24    0.000    0.000    0.000    0.000 common.py:71(iterator_type)
      228    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1231(_resolve_name)
     2047    0.000    0.000    0.000    0.000 analysis.py:141(<genexpr>)
      263    0.000    0.000    0.000    0.000 base.py:1194(__getattr__)
        1    0.000    0.000    0.000    0.000 {built-in method marshal.loads}
     2310    0.000    0.000    0.000    0.000 context.py:661(<lambda>)
      263    0.000    0.000    0.000    0.000 base.py:1150(add_linking_libs)
       38    0.000    0.000    0.000    0.000 typeinfer.py:965(__init__)
      158    0.000    0.000    0.000    0.000 builtins.py:437(generic)
        1    0.000    0.000    0.000    0.000 _parser.py:969(parse)
       32    0.000    0.000    0.000    0.000 typeinfer.py:1341(_unify_return_types)
       43    0.000    0.000    0.000    0.000 instructions.py:570(__init__)
        2    0.000    0.000    0.000    0.000 cgutils.py:530(for_range_slice)
        7    0.000    0.000    0.000    0.000 setobj.py:401(meminfo)
        4    0.000    0.000    0.000    0.000 ir.py:82(_raw_function_name)
      158    0.000    0.000    0.000    0.000 ffi.py:280(__str__)
       68    0.000    0.000    0.000    0.000 ir_utils.py:1678(find_const)
      129    0.000    0.000    0.000    0.000 ir_utils.py:356(replace_name)
      237    0.000    0.000    0.000    0.000 module.py:215(__init__)
       32    0.000    0.000    0.000    0.000 byteflow.py:1429(op_BINARY_OP)
       35    0.000    0.000    0.000    0.000 controlflow.py:698(_find_in_loops)
     2665    0.000    0.000    0.000    0.000 ffi.py:348(_dispose)
       13    0.000    0.000    0.000    0.000 dispatcher.py:679(typeof_pyval)
        2    0.000    0.000    0.000    0.000 pythonapi.py:263(unpack_tuple)
     40/8    0.000    0.000    0.000    0.000 functools.py:687(_c3_mro)
      158    0.000    0.000    0.000    0.000 listdecl.py:129(generic)
      630    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
      137    0.000    0.000    0.000    0.000 dispatcher.py:676(__repr__)
       68    0.000    0.000    0.000    0.000 values.py:601(_get_reference)
     2128    0.000    0.000    0.000    0.000 byteflow.py:1644(get_identity)
      633    0.000    0.000    0.000    0.000 dis.py:671(findlinestarts)
        7    0.000    0.000    0.000    0.000 pythonapi.py:1423(c_api_error)
        4    0.000    0.000    0.000    0.000 instructions.py:298(descr)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1240(_find_spec)
        3    0.000    0.000    0.000    0.000 typeinfer.py:290(__call__)
      664    0.000    0.000    0.000    0.000 ir.py:591(<genexpr>)
        4    0.000    0.000    0.000    0.000 ir.py:69(_find_definition)
      174    0.000    0.000    0.000    0.000 context.py:13(__init__)
      543    0.000    0.000    0.000    0.000 byteflow.py:1757(pop)
       36    0.000    0.000    0.000    0.000 textwrap.py:470(indent)
        7    0.000    0.000    0.000    0.000 tokenize.py:352(detect_encoding)
      7/1    0.000    0.000    0.000    0.000 _parser.py:452(_parse_sub)
       52    0.000    0.000    0.000    0.000 listdecl.py:114(generic)
      149    0.000    0.000    0.000    0.000 functions.py:515(__hash__)
      158    0.000    0.000    0.000    0.000 npydecl.py:683(generic)
     1645    0.000    0.000    0.000    0.000 values.py:1064(align)
        8    0.000    0.000    0.000    0.000 interpreter.py:3059(op_POP_JUMP_IF_TRUE)
       14    0.000    0.000    0.000    0.000 misc.py:303(get_call_type)
       27    0.000    0.000    0.000    0.000 cgutils.py:208(_getvalue)
        4    0.000    0.000    0.000    0.000 cgutils.py:900(if_zero)
       19    0.000    0.000    0.000    0.000 cgutils.py:472(increment_index)
     2268    0.000    0.000    0.000    0.000 containers.py:348(<genexpr>)
     1881    0.000    0.000    0.000    0.000 types.py:247(wrap_constant_value)
      263    0.000    0.000    0.000    0.000 builder.py:211(module)
        4    0.000    0.000    0.000    0.000 ir_utils.py:1449(merge_adjacent_blocks)
     2068    0.000    0.000    0.000    0.000 containers.py:330(key)
      804    0.000    0.000    0.000    0.000 numpy_support.py:384(<genexpr>)
       47    0.000    0.000    0.000    0.000 ir.py:395(binop)
       53    0.000    0.000    0.000    0.000 byteflow.py:521(op_STORE_FAST)
     2257    0.000    0.000    0.000    0.000 abstract.py:158(is_precise)
      480    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
       27    0.000    0.000    0.000    0.000 compiler.py:294(compile_result)
      114    0.000    0.000    0.000    0.000 values.py:519(__init__)
        9    0.000    0.000    0.000    0.000 numbers.py:1295(integer_to_float)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1520(find_spec)
      284    0.000    0.000    0.000    0.000 ir.py:63(__str__)
       14    0.000    0.000    0.000    0.000 misc.py:306(get_call_signatures)
     1063    0.000    0.000    0.000    0.000 compiler.py:360(__setattr__)
      322    0.000    0.000    0.000    0.000 instructions.py:26(module)
        1    0.000    0.000    0.000    0.000 listobj.py:125(decref_value)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1491(_get_spec)
        6    0.000    0.000    0.000    0.000 setobj.py:128(mask)
      136    0.000    0.000    0.000    0.000 compiler_machinery.py:227(_debug_init)
     2638    0.000    0.000    0.000    0.000 copy.py:172(_deepcopy_atomic)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1593(find_spec)
        2    0.000    0.000    0.000    0.000 setobj.py:1191(meminfo)
       14    0.000    0.000    0.000    0.000 types.py:513(format_constant)
       27    0.000    0.000    0.000    0.000 funcdesc.py:79(lookup_globals)
     11/4    0.000    0.000    0.000    0.000 _parser.py:512(_parse)
    47/46    0.000    0.000    0.000    0.000 types.py:556(_to_string)
      886    0.000    0.000    0.000    0.000 ir.py:389(__setattr__)
     1668    0.000    0.000    0.000    0.000 typeinfer.py:119(defined)
      680    0.000    0.000    0.000    0.000 ir_utils.py:2358(is_setup_with)
     1517    0.000    0.000    0.000    0.000 value.py:125(is_global)
        2    0.000    0.000    0.000    0.000 containers.py:472(__unliteral__)
      278    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1285(_sanity_check)
       14    0.000    0.000    0.000    0.000 values.py:484(literal_struct)
      859    0.000    0.000    0.000    0.000 ir_utils.py:1535(require)
        7    0.000    0.000    0.000    0.000 interpreter.py:2896(op_RETURN_CONST)
        3    0.000    0.000    0.000    0.000 builtins.py:914(impl)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:140(_path_stat)
      671    0.000    0.000    0.000    0.000 models.py:139(<genexpr>)
     1096    0.000    0.000    0.000    0.000 llvm_pass_timings.py:292(record)
      568    0.000    0.000    0.000    0.000 types.py:170(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:355(namedtuple)
        2    0.000    0.000    0.000    0.000 listdecl.py:36(resolve_append)
      318    0.000    0.000    0.000    0.000 abstract.py:20(_autoincr)
      420    0.000    0.000    0.000    0.000 <frozen ntpath>:35(_get_bothseps)
      680    0.000    0.000    0.000    0.000 ir_utils.py:2374(is_pop_block)
      906    0.000    0.000    0.000    0.000 ir.py:264(define)
      136    0.000    0.000    0.000    0.000 controlflow.py:80(_non_empty_items)
      103    0.000    0.000    0.000    0.000 inline_closurecall.py:192(_inline_stencil)
       33    0.000    0.000    0.000    0.000 targetconfig.py:78(enter)
      836    0.000    0.000    0.000    0.000 itanium_mangler.py:75(<genexpr>)
       23    0.000    0.000    0.000    0.000 base.py:388(insert_user_function)
      723    0.000    0.000    0.000    0.000 bytecode.py:81(__init__)
      699    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
       54    0.000    0.000    0.000    0.000 ffi.py:389(__hash__)
        8    0.000    0.000    0.000    0.000 boxing.py:65(box_float)
        3    0.000    0.000    0.000    0.000 context.py:318(_call_varsize_alloc)
        7    0.000    0.000    0.000    0.000 pythonapi.py:621(number_float)
      108    0.000    0.000    0.000    0.000 typeof.py:130(_typeof_int)
     1294    0.000    0.000    0.000    0.000 dis.py:195(_deoptop)
    47/46    0.000    0.000    0.000    0.000 types.py:506(structure_repr)
      782    0.000    0.000    0.000    0.000 npytypes.py:482(key)
       14    0.000    0.000    0.000    0.000 serialize.py:193(reducer_override)
       27    0.000    0.000    0.000    0.000 {method 'flush' of 'zlib.Compress' objects}
      143    0.000    0.000    0.000    0.000 ir.py:1274(copy)
        8    0.000    0.000    0.000    0.000 containers.py:568(iterator_type)
       10    0.000    0.000    0.000    0.000 typeof.py:240(_typeof_ndarray)
       12    0.000    0.000    0.000    0.000 abstract.py:253(unify)
        2    0.000    0.000    0.000    0.000 models.py:873(__init__)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:480(_call_with_frames_removed)
        3    0.000    0.000    0.000    0.000 interpreter.py:3031(op_POP_JUMP_IF_NOT_NONE)
       56    0.000    0.000    0.000    0.000 context.py:48(__init__)
       79    0.000    0.000    0.000    0.000 target_extension.py:71(resolve_target_str)
        7    0.000    0.000    0.000    0.000 tokenize.py:376(read_or_stop)
      126    0.000    0.000    0.000    0.000 types.py:452(_to_string)
     1645    0.000    0.000    0.000    0.000 values.py:1073(dereferenceable)
     1549    0.000    0.000    0.000    0.000 interpreter.py:1770(current_scope)
     1645    0.000    0.000    0.000    0.000 values.py:1082(dereferenceable_or_null)
        3    0.000    0.000    0.000    0.000 interpreter.py:2987(_jump_if_none)
       90    0.000    0.000    0.000    0.000 inspect.py:2886(args)
     1285    0.000    0.000    0.000    0.000 context.py:40(_require_nrt)
       75    0.000    0.000    0.000    0.000 cgutils.py:460(if_unlikely)
        7    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
        5    0.000    0.000    0.000    0.000 base.py:518(get_constant_undef)
      823    0.000    0.000    0.000    0.000 typeinfer.py:44(__init__)
       69    0.000    0.000    0.000    0.000 typeinfer.py:1504(typeof_arg)
      163    0.000    0.000    0.000    0.000 controlflow.py:429(dfs_rec)
        1    0.000    0.000    0.000    0.000 boxing.py:1(<module>)
        8    0.000    0.000    0.000    0.000 base.py:1001(make_array)
      824    0.000    0.000    0.000    0.000 controlflow.py:134(set_entry_point)
        1    0.000    0.000    0.000    0.000 listobj.py:48(size)
       27    0.000    0.000    0.000    0.000 functools.py:35(update_wrapper)
        9    0.000    0.000    0.000    0.000 interpreter.py:2270(op_LOAD_ATTR)
        1    0.000    0.000    0.000    0.000 _compiler.py:573(_code)
       20    0.000    0.000    0.000    0.000 byteflow.py:1449(_binaryop)
     1798    0.000    0.000    0.000    0.000 inspect.py:2798(kind)
     1037    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        1    0.000    0.000    0.000    0.000 mathimpl.py:260(frexp_impl)
       14    0.000    0.000    0.000    0.000 cloudpickle.py:1307(reducer_override)
        4    0.000    0.000    0.000    0.000 functions.py:372(copy)
      960    0.000    0.000    0.000    0.000 abstract.py:93(__init__)
       32    0.000    0.000    0.000    0.000 typeinfer.py:1255(check_undef_var_in_calls)
        2    0.000    0.000    0.000    0.000 functions.py:364(unify)
        1    0.000    0.000    0.000    0.000 function_type.py:64(lower_constant_dispatcher)
     1214    0.000    0.000    0.000    0.000 byteflow.py:1934(in_with)
     1429    0.000    0.000    0.000    0.000 debuginfo.py:70(mark_location)
        2    0.000    0.000    0.000    0.000 cpu.py:120(get_env_body)
       56    0.000    0.000    0.000    0.000 pythonapi.py:38(lookup)
       70    0.000    0.000    0.000    0.000 byteflow.py:1939(make_null)
       70    0.000    0.000    0.000    0.000 dis.py:172(_get_code_object)
      638    0.000    0.000    0.000    0.000 instructions.py:119(args)
     1004    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 base.py:1079(add_dynamic_addr)
      233    0.000    0.000    0.000    0.000 abstract.py:28(_on_type_disposal)
      364    0.000    0.000    0.000    0.000 {built-in method nt._path_normpath}
      344    0.000    0.000    0.000    0.000 analysis.py:607(rewrite_array_ndim)
      434    0.000    0.000    0.000    0.000 npydecl.py:60(<genexpr>)
        7    0.000    0.000    0.000    0.000 ir_utils.py:2342(transfer_scope)
       27    0.000    0.000    0.000    0.000 decorators.py:197(_jit)
        7    0.000    0.000    0.000    0.000 pythonapi.py:631(float_as_double)
       82    0.000    0.000    0.000    0.000 ir_utils.py:364(replace_var_callback)
        1    0.000    0.000    0.000    0.000 setobj.py:1157(incref_value)
       12    0.000    0.000    0.000    0.000 templates.py:84(__hash__)
      160    0.000    0.000    0.000    0.000 models.py:497(traverse)
     1304    0.000    0.000    0.000    0.000 instructions.py:111(callee)
      227    0.000    0.000    0.000    0.000 values.py:1057(_expand)
       27    0.000    0.000    0.000    0.000 analysis.py:702(must_use_alloca)
      125    0.000    0.000    0.000    0.000 ir.py:1009(__repr__)
       32    0.000    0.000    0.000    0.000 typed_passes.py:127(legalize_return_type)
      339    0.000    0.000    0.000    0.000 byteflow.py:318(_is_null_temp_reg)
        2    0.000    0.000    0.000    0.000 npyimpl.py:708(__init__)
       70    0.000    0.000    0.000    0.000 ir.py:1162(__init__)
        8    0.000    0.000    0.000    0.000 pythonapi.py:466(float_from_double)
       14    0.000    0.000    0.000    0.000 cloudpickle.py:1042(_class_reduce)
      126    0.000    0.000    0.000    0.000 types.py:455(__eq__)
     1280    0.000    0.000    0.000    0.000 errors.py:259(__enter__)
      461    0.000    0.000    0.000    0.000 {method 'with_traceback' of 'BaseException' objects}
       44    0.000    0.000    0.000    0.000 templates.py:534(get_args_kwargs)
     1381    0.000    0.000    0.000    0.000 inspect.py:3079(parameters)
   149/33    0.000    0.000    0.000    0.000 controlflow.py:640(_dfs_rec)
      103    0.000    0.000    0.000    0.000 inline_closurecall.py:163(_inline_reduction)
       31    0.000    0.000    0.000    0.000 numbers.py:1268(integer_to_integer)
      199    0.000    0.000    0.000    0.000 module.py:145(get_unique_name)
       27    0.000    0.000    0.000    0.000 type_annotations.py:56(__init__)
      228    0.000    0.000    0.000    0.000 textwrap.py:482(prefixed_lines)
       12    0.000    0.000    0.000    0.000 interpreter.py:2606(op_GET_ITER)
       35    0.000    0.000    0.000    0.000 controlflow.py:199(_exit_points)
       21    0.000    0.000    0.000    0.000 ir_utils.py:2175(resolve_func_from_module)
        1    0.000    0.000    0.000    0.000 Rectangular_Latest.py:33(generate_foundation_size_ranges)
        2    0.000    0.000    0.000    0.000 pythonapi.py:1339(return_none)
      258    0.000    0.000    0.000    0.000 templates.py:127(as_function)
     1668    0.000    0.000    0.000    0.000 compiler_machinery.py:143(get_required_set)
        9    0.000    0.000    0.000    0.000 models.py:197(as_data)
       27    0.000    0.000    0.000    0.000 lowering.py:115(pre_lower)
      883    0.000    0.000    0.000    0.000 ir.py:31(__init__)
       59    0.000    0.000    0.000    0.000 lowering.py:746(cast_result)
       24    0.000    0.000    0.000    0.000 utils.py:50(<lambda>)
       24    0.000    0.000    0.000    0.000 <frozen ntpath>:275(dirname)
        4    0.000    0.000    0.000    0.000 setobj.py:141(used)
       56    0.000    0.000    0.000    0.000 threading.py:124(RLock)
       27    0.000    0.000    0.000    0.000 weakref.py:164(__setitem__)
       35    0.000    0.000    0.000    0.000 interpreter.py:1344(__init__)
      467    0.000    0.000    0.000    0.000 {method 'copy' of 'set' objects}
     1266    0.000    0.000    0.000    0.000 value.py:129(is_function)
        8    0.000    0.000    0.000    0.000 models.py:203(as_return)
     16/1    0.000    0.000    0.000    0.000 _compiler.py:37(_compile)
        5    0.000    0.000    0.000    0.000 numbers.py:53(int_mul_impl)
       43    0.000    0.000    0.000    0.000 ir.py:528(cast)
      322    0.000    0.000    0.000    0.000 values.py:615(__hash__)
      162    0.000    0.000    0.000    0.000 enum.py:1544(_get_value)
      153    0.000    0.000    0.000    0.000 ir_utils.py:1875(is_operator_or_getitem)
      192    0.000    0.000    0.000    0.000 functions.py:551(dispatcher)
        4    0.000    0.000    0.000    0.000 typeinfer.py:734(refine)
      975    0.000    0.000    0.000    0.000 targetconfig.py:252(_guard_option)
      270    0.000    0.000    0.000    0.000 compiler_machinery.py:149(add_required)
       92    0.000    0.000    0.000    0.000 lowering.py:75(call_conv)
        4    0.000    0.000    0.000    0.000 setobj.py:149(fill)
       27    0.000    0.000    0.000    0.000 __init__.py:521(string_at)
     1025    0.000    0.000    0.000    0.000 values.py:1160(is_terminated)
       56    0.000    0.000    0.000    0.000 functions.py:325(<genexpr>)
      129    0.000    0.000    0.000    0.000 lowering.py:435(post_block)
        7    0.000    0.000    0.000    0.000 pythonapi.py:278(err_occurred)
        2    0.000    0.000    0.000    0.000 context.py:294(meminfo_varsize_realloc_unchecked)
       13    0.000    0.000    0.000    0.000 inline_closurecall.py:1032(_inline_arraycall)
      108    0.000    0.000    0.000    0.000 utils.py:504(bit_length)
       57    0.000    0.000    0.000    0.000 {method '__exit__' of '_io._IOBase' objects}
      318    0.000    0.000    0.000    0.000 types.py:137(gep)
       70    0.000    0.000    0.000    0.000 dis.py:415(_parse_exception_table)
      769    0.000    0.000    0.000    0.000 utils.py:273(top)
      270    0.000    0.000    0.000    0.000 packer.py:140(_flatten)
      751    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
       14    0.000    0.000    0.000    0.000 cloudpickle.py:242(_should_pickle_by_reference)
        7    0.000    0.000    0.000    0.000 numbers.py:44(int_sub_impl)
       30    0.000    0.000    0.000    0.000 pythonapi.py:1457(reflect_native_value)
      172    0.000    0.000    0.000    0.000 ffi.py:363(__enter__)
       24    0.000    0.000    0.000    0.000 inspect.py:905(getfile)
       36    0.000    0.000    0.000    0.000 containers.py:85(__init__)
      752    0.000    0.000    0.000    0.000 numpy_support.py:385(<genexpr>)
        2    0.000    0.000    0.000    0.000 pythonapi.py:1191(make_none)
      670    0.000    0.000    0.000    0.000 {built-in method _abc.get_cache_token}
      173    0.000    0.000    0.000    0.000 byteflow.py:2027(iterliveblocks)
     32/5    0.000    0.000    0.000    0.000 ir_utils.py:1174(_dfs_rec)
      282    0.000    0.000    0.000    0.000 cpu_options.py:61(__eq__)
       34    0.000    0.000    0.000    0.000 untyped_passes.py:1781(_patch_locals)
        4    0.000    0.000    0.000    0.000 numbers.py:35(int_add_impl)
     1466    0.000    0.000    0.000    0.000 compiler_machinery.py:98(get_analysis_usage)
      368    0.000    0.000    0.000    0.000 templates.py:248(<genexpr>)
      135    0.000    0.000    0.000    0.000 untyped_passes.py:201(get_analysis_usage)
       15    0.000    0.000    0.000    0.000 pythonapi.py:1307(alloca_obj)
       35    0.000    0.000    0.000    0.000 ir.py:1396(__init__)
