GUID,Column Mark No,X,Y,Z Base,Z Top,Type Name,Shape,B,H
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a382,,12922.57,-27412.36,54700.1,58149.83,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a383,,40812.08,-27414.09,54700.1,58149.83,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a384,,32397.75,-27408.56,54700.1,58149.83,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a388,,45711.52,-5171.97,54700.12,58149.84,Column Circular Concrete_HERA22,Circular,850,0
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a389,,12916.52,-18972,54700.12,58149.85,Column Rectangular Precast Concrete_HERA22,Rectangle,500,1000
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a38f,,13606.52,-12672,54700.13,58149.85,Column Rectangular Precast Concrete_HERA22,Rectangle,300,1800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a393,,32406.52,-13272,54700.13,58149.85,Column Rectangular Precast Concrete_HERA22,Rectangle,300,1800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a39a,,32406.52,-20000,54700.12,58149.85,Column Rectangular Precast Concrete_HERA22,Rectangle,300,1800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a39c,,5021.52,-22092,54700.12,58149.85,Column Rectangular Precast Concrete_HERA22,Rectangle,400,2500
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a39f,,-43.47,-22092,54700.12,58149.85,Column Rectangular Precast Concrete_HERA22,Rectangle,400,1200
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a3a2,,5021.52,-13372,54700.12,58149.85,Column Rectangular Precast Concrete_HERA22,Rectangle,400,2500
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a3a3,,6.53,-13372,54700.12,58149.85,Column Rectangular Precast Concrete_HERA22,Rectangle,400,1200
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a3a7,,21171.52,-25722,54700.1,58149.83,Column Rectangular Precast Concrete_HERA22,Rectangle,300,2000
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a3aa,,24841.52,-25722,54700.1,58149.83,Column Rectangular Precast Concrete_HERA22,Rectangle,300,2000
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a3ae,,50540.62,-27467.5,58149.74,61599.77,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a3b1,,5506.52,-2272,58149.84,61599.87,Column Circular Concrete_HERA22,Circular,750,0
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a3b4,,-1088.46,-27440.91,58149.83,61599.85,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a3b7,,4710.8,-27414.36,58149.83,61599.85,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a3b8,,12922.57,-27412.36,58149.83,61599.85,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a3b9,,40812.08,-27414.09,58149.83,61599.85,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a3ba,,32397.75,-27408.56,58149.83,61599.85,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a3be,,45711.52,-5171.97,58149.84,61599.87,Column Circular Concrete_HERA22,Circular,850,0
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a3bf,,12916.52,-18972,58149.85,61599.88,Column Rectangular Precast Concrete_HERA22,Rectangle,500,1000
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a3c5,,13606.52,-12672,58149.85,61599.89,Column Rectangular Precast Concrete_HERA22,Rectangle,300,1800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a3c9,,32406.52,-13272,58149.85,61599.89,Column Rectangular Precast Concrete_HERA22,Rectangle,300,1800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a3d0,,32406.52,-20000,58149.85,61599.88,Column Rectangular Precast Concrete_HERA22,Rectangle,300,1800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a3d2,,5021.52,-22092,58149.85,61599.88,Column Rectangular Precast Concrete_HERA22,Rectangle,400,2500
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a3d5,,-43.47,-22092,58149.85,61599.88,Column Rectangular Precast Concrete_HERA22,Rectangle,400,1200
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a3d8,,5021.52,-13372,58149.85,61599.88,Column Rectangular Precast Concrete_HERA22,Rectangle,400,2500
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a3d9,,6.53,-13372,58149.85,61599.88,Column Rectangular Precast Concrete_HERA22,Rectangle,400,1200
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a3dd,,21171.52,-25722,58149.83,61599.85,Column Rectangular Precast Concrete_HERA22,Rectangle,300,2000
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a3e0,,24841.52,-25722,58149.83,61599.85,Column Rectangular Precast Concrete_HERA22,Rectangle,300,2000
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a3e4,,50540.62,-27467.5,61599.77,65049.8,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a3e7,,5506.52,-2272,61599.87,65049.9,Column Circular Concrete_HERA22,Circular,750,0
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a3ea,,-1088.46,-27440.91,61599.85,65049.88,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a3ed,,4710.8,-27414.36,61599.85,65049.88,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a3ee,,12922.57,-27412.36,61599.85,65049.88,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a3ef,,40812.08,-27414.09,61599.85,65049.88,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a3f0,,32397.75,-27408.56,61599.85,65049.88,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a3f4,,45711.52,-5171.97,61599.87,65049.9,Column Circular Concrete_HERA22,Circular,850,0
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a3f5,,12916.52,-18972,61599.88,65049.91,Column Rectangular Precast Concrete_HERA22,Rectangle,500,1000
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a3fb,,13606.52,-12672,61599.89,65049.92,Column Rectangular Precast Concrete_HERA22,Rectangle,300,1800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a3ff,,32406.52,-13272,61599.89,65049.92,Column Rectangular Precast Concrete_HERA22,Rectangle,300,1800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a406,,32406.52,-20000,61599.88,65049.91,Column Rectangular Precast Concrete_HERA22,Rectangle,300,1800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a408,,5021.52,-22092,61599.88,65049.91,Column Rectangular Precast Concrete_HERA22,Rectangle,400,2500
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a40b,,-43.47,-22092,61599.88,65049.91,Column Rectangular Precast Concrete_HERA22,Rectangle,400,1200
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a40e,,5021.52,-13372,61599.88,65049.91,Column Rectangular Precast Concrete_HERA22,Rectangle,400,2500
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a40f,,6.53,-13372,61599.88,65049.91,Column Rectangular Precast Concrete_HERA22,Rectangle,400,1200
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a413,,21171.52,-25722,61599.85,65049.88,Column Rectangular Precast Concrete_HERA22,Rectangle,300,2000
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a416,,24841.52,-25722,61599.85,65049.88,Column Rectangular Precast Concrete_HERA22,Rectangle,300,2000
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a41a,,50540.62,-27467.5,65049.8,68499.83,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a41d,,5506.52,-2272,65049.9,68499.93,Column Circular Concrete_HERA22,Circular,750,0
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a420,,-1088.46,-27440.91,65049.88,68499.9,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a423,,4710.8,-27414.36,65049.88,68499.9,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a424,,12922.57,-27412.36,65049.88,68499.9,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a425,,40812.08,-27414.09,65049.88,68499.9,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a426,,32397.75,-27408.56,65049.88,68499.9,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a42a,,45711.52,-5171.97,65049.9,68499.93,Column Circular Concrete_HERA22,Circular,850,0
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a42b,,12916.52,-18972,65049.91,68499.94,Column Rectangular Precast Concrete_HERA22,Rectangle,500,1000
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a431,,13606.52,-12672,65049.92,68499.95,Column Rectangular Precast Concrete_HERA22,Rectangle,300,1800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a435,,32406.52,-13272,65049.92,68499.95,Column Rectangular Precast Concrete_HERA22,Rectangle,300,1800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a43c,,32406.52,-20000,65049.91,68499.94,Column Rectangular Precast Concrete_HERA22,Rectangle,300,1800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a43e,,5021.52,-22092,65049.91,68499.94,Column Rectangular Precast Concrete_HERA22,Rectangle,400,2500
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a441,,-43.47,-22092,65049.91,68499.94,Column Rectangular Precast Concrete_HERA22,Rectangle,400,1200
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a444,,5021.52,-13372,65049.91,68499.94,Column Rectangular Precast Concrete_HERA22,Rectangle,400,2500
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a445,,6.53,-13372,65049.91,68499.94,Column Rectangular Precast Concrete_HERA22,Rectangle,400,1200
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a449,,21171.52,-25722,65049.88,68499.9,Column Rectangular Precast Concrete_HERA22,Rectangle,300,2000
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a44c,,24841.52,-25722,65049.88,68499.9,Column Rectangular Precast Concrete_HERA22,Rectangle,300,2000
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a450,,50540.62,-27467.5,68499.83,71949.86,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a453,,5506.52,-2272,68499.93,71949.96,Column Circular Concrete_HERA22,Circular,750,0
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a456,,-1088.46,-27440.91,68499.9,71949.93,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a459,,4710.8,-27414.36,68499.9,71949.93,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a45a,,12922.57,-27412.36,68499.9,71949.93,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a45b,,40812.08,-27414.09,68499.9,71949.93,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a45c,,32397.75,-27408.56,68499.9,71949.93,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a460,,45711.52,-5171.97,68499.93,71949.96,Column Circular Concrete_HERA22,Circular,850,0
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a461,,12916.52,-18972,68499.94,71949.97,Column Rectangular Precast Concrete_HERA22,Rectangle,500,1000
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a467,,13606.52,-12672,68499.95,71949.98,Column Rectangular Precast Concrete_HERA22,Rectangle,300,1800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a46b,,32406.52,-13272,68499.95,71949.98,Column Rectangular Precast Concrete_HERA22,Rectangle,300,1800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a472,,32406.52,-20000,68499.94,71949.97,Column Rectangular Precast Concrete_HERA22,Rectangle,300,1800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a474,,5021.52,-22092,68499.94,71949.97,Column Rectangular Precast Concrete_HERA22,Rectangle,400,2500
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a477,,-43.47,-22092,68499.94,71949.97,Column Rectangular Precast Concrete_HERA22,Rectangle,400,1200
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a47a,,5021.52,-13372,68499.94,71949.97,Column Rectangular Precast Concrete_HERA22,Rectangle,400,2500
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a47b,,6.53,-13372,68499.94,71949.97,Column Rectangular Precast Concrete_HERA22,Rectangle,400,1200
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a47f,,21171.52,-25722,68499.9,71949.93,Column Rectangular Precast Concrete_HERA22,Rectangle,300,2000
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a482,,24841.52,-25722,68499.9,71949.93,Column Rectangular Precast Concrete_HERA22,Rectangle,300,2000
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a486,,50540.62,-27467.5,71949.86,75399.89,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a489,,5506.52,-2272,71949.96,75399.99,Column Circular Concrete_HERA22,Circular,750,0
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a48c,,-1088.46,-27440.91,71949.93,75399.96,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a48f,,4710.8,-27414.36,71949.93,75399.96,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a490,,12922.57,-27412.36,71949.93,75399.96,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a491,,40812.08,-27414.09,71949.93,75399.96,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a492,,32397.75,-27408.56,71949.93,75399.96,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a496,,45711.52,-5171.97,71949.96,75399.99,Column Circular Concrete_HERA22,Circular,850,0
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a497,,12916.52,-18972,71949.97,75400,Column Rectangular Precast Concrete_HERA22,Rectangle,500,1000
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a49d,,13606.52,-12672,71949.98,75400.01,Column Rectangular Precast Concrete_HERA22,Rectangle,300,1800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a4a1,,32406.52,-13272,71949.98,75400.01,Column Rectangular Precast Concrete_HERA22,Rectangle,300,1800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a4a8,,32406.52,-20000,71949.97,75400,Column Rectangular Precast Concrete_HERA22,Rectangle,300,1800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a4aa,,5021.52,-22092,71949.97,75400,Column Rectangular Precast Concrete_HERA22,Rectangle,400,2500
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a4ad,,-43.47,-22092,71949.97,75400,Column Rectangular Precast Concrete_HERA22,Rectangle,400,1200
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a4b0,,5021.52,-13372,71949.97,75400,Column Rectangular Precast Concrete_HERA22,Rectangle,400,2500
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a4b1,,6.53,-13372,71949.97,75400,Column Rectangular Precast Concrete_HERA22,Rectangle,400,1200
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a4b5,,21171.52,-25722,71949.93,75399.96,Column Rectangular Precast Concrete_HERA22,Rectangle,300,2000
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a4b8,,24841.52,-25722,71949.93,75399.96,Column Rectangular Precast Concrete_HERA22,Rectangle,300,2000
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a4bc,,50540.62,-27467.5,75399.89,78849.92,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a4bf,,5506.52,-2272,75399.99,78850.02,Column Circular Concrete_HERA22,Circular,750,0
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a4c2,,-1088.46,-27440.91,75399.96,78849.98,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a4c5,,4710.8,-27414.36,75399.96,78849.98,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a4c6,,12922.57,-27412.36,75399.96,78849.98,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a4c7,,40812.08,-27414.09,75399.96,78849.98,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a4c8,,32397.75,-27408.56,75399.96,78849.98,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a4cc,,45711.52,-5171.97,75399.99,78850.02,Column Circular Concrete_HERA22,Circular,850,0
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a4cd,,12916.52,-18972,75400,78850.03,Column Rectangular Precast Concrete_HERA22,Rectangle,500,1000
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a4d3,,13606.52,-12672,75400.01,78850.05,Column Rectangular Precast Concrete_HERA22,Rectangle,300,1800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a4d7,,32406.52,-13272,75400.01,78850.05,Column Rectangular Precast Concrete_HERA22,Rectangle,300,1800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a4de,,32406.52,-20000,75400,78850.03,Column Rectangular Precast Concrete_HERA22,Rectangle,300,1800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a4e0,,5021.52,-22092,75400,78850.03,Column Rectangular Precast Concrete_HERA22,Rectangle,400,2500
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a4e3,,-43.47,-22092,75400,78850.03,Column Rectangular Precast Concrete_HERA22,Rectangle,400,1200
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a4e6,,5021.52,-13372,75400,78850.03,Column Rectangular Precast Concrete_HERA22,Rectangle,400,2500
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a4e7,,6.53,-13372,75400,78850.03,Column Rectangular Precast Concrete_HERA22,Rectangle,400,1200
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a4eb,,21171.52,-25722,75399.96,78849.98,Column Rectangular Precast Concrete_HERA22,Rectangle,300,2000
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a4ee,,24841.52,-25722,75399.96,78849.98,Column Rectangular Precast Concrete_HERA22,Rectangle,300,2000
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a4f2,,50540.62,-27467.5,78849.92,82299.95,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a4f5,,5506.52,-2272,78850.02,82300.04,Column Circular Concrete_HERA22,Circular,750,0
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a4f8,,-1088.46,-27440.91,78849.98,82300.01,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a4fb,,4710.8,-27414.36,78849.98,82300.01,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a4fc,,12922.57,-27412.36,78849.98,82300.01,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a4fd,,40812.08,-27414.09,78849.98,82300.01,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a4fe,,32397.75,-27408.56,78849.98,82300.01,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a502,,45711.52,-5171.97,78850.02,82300.04,Column Circular Concrete_HERA22,Circular,850,0
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a503,,12916.52,-18972,78850.03,82300.06,Column Rectangular Precast Concrete_HERA22,Rectangle,500,1000
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a509,,13606.52,-12672,78850.05,82300.08,Column Rectangular Precast Concrete_HERA22,Rectangle,300,1800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a50d,,32406.52,-13272,78850.05,82300.08,Column Rectangular Precast Concrete_HERA22,Rectangle,300,1800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a514,,32406.52,-20000,78850.03,82300.06,Column Rectangular Precast Concrete_HERA22,Rectangle,300,1800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a516,,5021.52,-22092,78850.03,82300.06,Column Rectangular Precast Concrete_HERA22,Rectangle,400,2500
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a519,,-43.47,-22092,78850.03,82300.06,Column Rectangular Precast Concrete_HERA22,Rectangle,400,1200
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a51c,,5021.52,-13372,78850.03,82300.06,Column Rectangular Precast Concrete_HERA22,Rectangle,400,2500
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a51d,,6.53,-13372,78850.03,82300.06,Column Rectangular Precast Concrete_HERA22,Rectangle,400,1200
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a521,,21171.52,-25722,78849.98,82300.01,Column Rectangular Precast Concrete_HERA22,Rectangle,300,2000
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a524,,24841.52,-25722,78849.98,82300.01,Column Rectangular Precast Concrete_HERA22,Rectangle,300,2000
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a528,,50540.62,-27467.5,82299.95,85749.98,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a52b,,5506.52,-2272,82300.04,85750.07,Column Circular Concrete_HERA22,Circular,750,0
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a52e,,-1088.46,-27440.91,82300.01,85750.03,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a531,,4710.8,-27414.36,82300.01,85750.03,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a532,,12922.57,-27412.36,82300.01,85750.03,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a533,,40812.08,-27414.09,82300.01,85750.03,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a534,,32397.75,-27408.56,82300.01,85750.03,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a538,,45711.52,-5171.97,82300.04,85750.07,Column Circular Concrete_HERA22,Circular,850,0
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a539,,12916.52,-18972,82300.06,85750.09,Column Rectangular Precast Concrete_HERA22,Rectangle,500,1000
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a53f,,13606.52,-12672,82300.08,85750.11,Column Rectangular Precast Concrete_HERA22,Rectangle,300,1800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a543,,32406.52,-13272,82300.08,85750.11,Column Rectangular Precast Concrete_HERA22,Rectangle,300,1800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a54a,,32406.52,-20000,82300.06,85750.09,Column Rectangular Precast Concrete_HERA22,Rectangle,300,1800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a54c,,5021.52,-22092,82300.06,85750.09,Column Rectangular Precast Concrete_HERA22,Rectangle,400,2500
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a54f,,-43.47,-22092,82300.06,85750.09,Column Rectangular Precast Concrete_HERA22,Rectangle,400,1200
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a552,,5021.52,-13372,82300.06,85750.09,Column Rectangular Precast Concrete_HERA22,Rectangle,400,2500
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a553,,6.53,-13372,82300.06,85750.09,Column Rectangular Precast Concrete_HERA22,Rectangle,400,1200
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a557,,21171.52,-25722,82300.01,85750.03,Column Rectangular Precast Concrete_HERA22,Rectangle,300,2000
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a55a,,24841.52,-25722,82300.01,85750.03,Column Rectangular Precast Concrete_HERA22,Rectangle,300,2000
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a55e,,50540.62,-27467.5,85749.98,89200.01,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a561,,5506.52,-2272,85750.07,89200.1,Column Circular Concrete_HERA22,Circular,750,0
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a564,,-1088.46,-27440.91,85750.03,89200.06,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a567,,4710.8,-27414.36,85750.03,89200.06,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a568,,12922.57,-27412.36,85750.03,89200.06,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a569,,40812.08,-27414.09,85750.03,89200.06,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a56a,,32397.75,-27408.56,85750.03,89200.06,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a56e,,45711.52,-5171.97,85750.07,89200.1,Column Circular Concrete_HERA22,Circular,850,0
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a56f,,12916.52,-18972,85750.09,89200.12,Column Rectangular Precast Concrete_HERA22,Rectangle,500,1000
